age,income,pincodeRisk,duplicatePan,nameMatch,occupationRisk,label,firstName,lastName,panNumber,aadhaarNumber,mobile,email,occupation,pincode
53,101869,0,0,1,0,0,Meera,Reddy,OKJWR3296P,989064966963,6352983840,meera.reddy920@yahoo.com,Teacher,127321
23,33154,0,0,1,0,0,Arjun,Yadav,WLCNS9769X,607001208944,9406566757,arjun.yadav75@outlook.com,Student,409756
68,86997,1,0,1,0,0,Sneha,Singh,DKUOY1697X,690810535027,8298116216,sneha.singh581@gmail.com,Engineer,920743
53,27174,0,0,1,1,0,Aditya,Nair,GHBFM3661S,334022748178,9474160288,aditya.nair202@outlook.com,Cash,606215
22,12883,1,0,1,0,0,Priya,Das,OZMUJ2772O,503029967115,7743240302,priya.das930@outlook.com,Student,916857
47,20173,0,0,1,0,0,Raj,Mehta,OEQJQ8539Q,483780842521,7371287442,raj.mehta166@hotmail.com,Trader,119375
20,41524,1,1,1,0,1,Rohit,Verma,EYPOA7620O,644241576516,9503105968,rohit.verma621@gmail.com,Doctor,925158
57,18233,1,0,1,1,1,Anjali,Mehta,YRLKW6494Y,357760142828,9207055328,anjali.mehta419@outlook.com,Unknown,915141
45,74488,0,0,1,1,0,Sneha,Gupta,UMJOG3377V,127915786603,6884602367,sneha.gupta954@hotmail.com,Broker,608432
56,23063,0,0,1,0,0,Simran,Das,PNGEA2019Y,364207957553,8294401555,simran.das349@gmail.com,Farmer,406426
70,73573,1,0,1,0,0,Rahul,Yadav,WMGJU2784L,508206809438,8179172222,rahul.yadav855@yahoo.com,SelfEmployed,909577
67,35967,0,0,1,0,0,Neha,Gupta,JIXWO2175M,250745536196,9306313812,neha.gupta276@hotmail.com,Farmer,129666
29,138749,0,0,1,0,0,Arjun,Kumar,ZRVSU5818X,181498577355,9012280723,arjun.kumar571@outlook.com,Trader,802738
44,39781,0,0,1,0,0,Neha,Sharma,JRMTX3261F,694649033676,9248359410,neha.sharma746@yahoo.com,Farmer,708915
62,28988,0,1,1,0,1,Rahul,Das,NZCQC9327O,618068349524,7547846594,rahul.das233@gmail.com,Farmer,561108
41,116056,0,0,1,0,0,Aditya,Singh,AXYMA4220L,184276820657,8278481266,aditya.singh279@hotmail.com,Doctor,601057
19,47885,0,0,1,0,0,Vikas,Kumar,GDMII7947K,071235182309,7392917062,vikas.kumar399@outlook.com,Doctor,119092
58,19058,1,0,1,0,0,Arjun,Gupta,CQIEH1700Z,661724639703,7771297784,arjun.gupta198@gmail.com,Engineer,915261
64,43319,0,0,1,0,0,Raj,Kumar,JTHVX5012I,547578636309,9167124306,raj.kumar45@yahoo.com,SelfEmployed,608442
30,36063,1,0,1,0,0,Anjali,Sharma,GJPBY2480Z,637887065780,7907515261,anjali.sharma768@hotmail.com,SelfEmployed,901063
54,101837,1,0,1,0,0,Sneha,Nair,EZLJI9337N,832535734900,8559332808,sneha.nair707@outlook.com,Farmer,907417
20,128683,0,0,1,0,0,Karan,Patel,KXTSU1865D,537500738488,7789660535,karan.patel335@yahoo.com,Trader,701282
61,110991,1,0,1,1,0,Karan,Sharma,MTOGK4674G,461672073906,9313671388,karan.sharma639@yahoo.com,Broker,907504
70,69207,0,0,1,0,0,Aditya,Sharma,DVHIU3437G,252471605601,8262490669,aditya.sharma369@gmail.com,Engineer,566170
59,109324,0,0,1,0,0,Rohit,Singh,ENLYA2533F,063399202399,8233175686,rohit.singh428@yahoo.com,SelfEmployed,569579
37,94320,1,0,1,0,0,Karan,Jain,SNDZZ1993R,571810399378,8111096665,karan.jain237@gmail.com,Student,905215
62,132938,0,0,1,1,0,Neha,Patel,FATAH4797C,194668847687,9675587548,neha.patel44@yahoo.com,Broker,405673
20,109554,1,0,1,0,0,Raj,Das,EHXRX4605F,796144157242,7711435375,raj.das973@yahoo.com,Trader,917914
42,19509,0,0,1,0,0,Raj,Yadav,KITLQ1126I,044864264460,8658016086,raj.yadav859@outlook.com,Doctor,409561
21,36544,0,0,1,1,0,Arjun,Patel,ZTJAT3887R,041834220595,6469926359,arjun.patel363@yahoo.com,Unknown,809126
64,138479,1,1,1,0,1,Meera,Yadav,QDWUZ4356A,662035713359,7189440114,meera.yadav886@outlook.com,Student,908822
65,22685,1,0,1,0,0,Aditya,Jain,XUBDV3351T,358773044249,7513020579,aditya.jain158@yahoo.com,Student,912735
64,145265,0,0,1,0,0,Arjun,Mehta,SLSNA9650O,817707622257,6211951552,arjun.mehta966@outlook.com,Farmer,607188
22,89625,1,0,1,0,0,Pooja,Gupta,LEPPV6638W,780975086036,9491823193,pooja.gupta882@outlook.com,Engineer,928500
19,25135,1,0,1,1,1,Aditya,Mehta,CVUIQ7544T,214026495361,6778153043,aditya.mehta416@gmail.com,Cash,901482
70,107329,0,0,1,1,0,Sneha,Nair,ADDNK5163S,769979956588,6350783882,sneha.nair720@hotmail.com,Unknown,704608
42,114439,0,0,0,0,0,Arjun,Das,VEZRD0074N,911888696448,9316582545,arjun.das376@gmail.com,Farmer,804211
48,104620,0,0,0,0,0,Amit,Reddy,UMCXC4790U,556950495339,8209775041,amit.reddy53@outlook.com,Farmer,125907
49,29629,0,0,1,0,0,Rohit,Singh,TPXTR3172F,783019149724,7273671133,rohit.singh765@yahoo.com,Trader,405821
63,110254,1,0,1,0,0,Raj,Nair,NYCNJ8662I,206377751361,6680014221,raj.nair25@gmail.com,SelfEmployed,902542
60,64839,1,0,1,0,0,Amit,Reddy,QUECE2604I,766727203928,7449614172,amit.reddy659@gmail.com,Doctor,926718
34,35076,0,0,1,0,0,Aditya,Das,YRGSX5594N,478023671593,8469059047,aditya.das664@yahoo.com,SelfEmployed,110524
20,108706,0,0,1,0,0,Anjali,Yadav,TDFSP4053R,989033742659,7720740962,anjali.yadav665@yahoo.com,SelfEmployed,562316
58,21096,0,0,1,0,0,Rohit,Gupta,MUFUL8963V,518775311465,9251763180,rohit.gupta8@yahoo.com,Teacher,608068
59,82378,0,0,1,0,0,Priya,Das,KYPAE4967L,451996895462,6176941606,priya.das292@yahoo.com,Doctor,806741
39,126789,0,0,1,0,0,Isha,Singh,XSPIF6373D,241805042613,9769216018,isha.singh470@hotmail.com,Engineer,111051
32,85374,1,0,1,1,0,Anjali,Kumar,CWMZP8277H,242999840975,9547842507,anjali.kumar973@yahoo.com,Unknown,921799
36,70668,0,0,1,1,0,Karan,Kumar,LUWKU3468C,365276652663,6593034036,karan.kumar722@gmail.com,Unknown,120614
39,70556,1,0,1,0,0,Vikas,Gupta,IXNKB3458P,765267989084,6319011112,vikas.gupta975@gmail.com,Student,911495
61,149933,0,1,1,0,0,Simran,Jain,GYQKI6356R,431712497034,7615117971,simran.jain120@gmail.com,Student,404470
26,123576,0,0,1,1,0,Arjun,Reddy,ZNDAY7991X,556289796779,8679153484,arjun.reddy95@outlook.com,Cash,603276
59,59157,1,0,1,0,0,Amit,Reddy,RCNFI6993E,743033452874,9289481502,amit.reddy487@outlook.com,Teacher,925771
66,106506,0,0,1,0,0,Priya,Reddy,DEJOB8835O,271366162196,6129075586,priya.reddy488@gmail.com,SelfEmployed,120621
64,12599,0,0,1,0,0,Neha,Yadav,JQYBH6016Y,075886366058,6127491258,neha.yadav815@gmail.com,Doctor,601038
22,38556,0,0,1,0,0,Isha,Mehta,TISAV2812E,294710441065,9120677929,isha.mehta190@outlook.com,SelfEmployed,409433
27,80712,1,0,1,0,0,Rohit,Patel,VTNSZ1707G,984616189454,8111775031,rohit.patel291@hotmail.com,Student,923157
46,67211,1,0,1,0,0,Simran,Nair,ARRKN6136D,781312842447,8789369951,simran.nair466@gmail.com,SelfEmployed,914948
49,138357,0,0,1,0,0,Sneha,Singh,EPIHQ7654O,264238590493,8840167814,sneha.singh320@hotmail.com,Teacher,566100
54,136595,1,1,1,0,1,Meera,Patel,PJRTH0513Z,708303336265,6811506454,meera.patel21@hotmail.com,Farmer,916548
42,110315,0,0,1,1,0,Rohit,Kumar,REHZF6908G,209427080308,9430852634,rohit.kumar258@hotmail.com,Cash,705816
58,143325,0,0,1,0,0,Anjali,Sharma,VWXYS0242X,634380248626,9210734949,anjali.sharma207@yahoo.com,SelfEmployed,405297
19,75737,0,0,1,0,0,Rahul,Gupta,XIHBY8683X,825516575405,8353724119,rahul.gupta451@hotmail.com,SelfEmployed,606189
21,136544,1,0,1,0,0,Rahul,Reddy,YJSVA9686B,672539381883,9993972814,rahul.reddy325@hotmail.com,Student,913934
23,136894,1,0,1,0,0,Amit,Singh,NJPVT4006U,460235127761,9734726871,amit.singh425@outlook.com,Teacher,907934
42,66847,0,0,1,0,0,Anjali,Jain,SEKLG0391W,579842298273,9869264412,anjali.jain269@yahoo.com,Teacher,119966
41,128104,0,0,1,0,0,Aditya,Verma,TGCBI2999Z,570263339552,9981351101,aditya.verma893@outlook.com,Student,120136
36,77000,1,0,0,0,1,Neha,Jain,TDWRU0120I,141844954171,8081152855,neha.jain995@gmail.com,Doctor,928954
22,72528,1,0,1,0,0,Anjali,Jain,YVDCV6495A,306499971882,6756022730,anjali.jain214@yahoo.com,Teacher,906806
36,48405,0,0,1,1,0,Raj,Jain,VNMXM5478T,160596679560,9494119852,raj.jain49@gmail.com,Unknown,122879
24,141864,0,0,1,1,0,Amit,Yadav,NCREE3082S,774839820926,9501146896,amit.yadav499@outlook.com,Cash,804478
61,111546,0,0,1,0,0,Neha,Das,QQLQU1344A,197440422833,6679875524,neha.das498@hotmail.com,Student,600118
21,146492,0,0,1,1,0,Pooja,Das,QQLLE7445S,936861279867,9786276116,pooja.das104@hotmail.com,Broker,114308
33,62901,1,0,1,0,0,Meera,Singh,NUICF5497Y,082165679448,6976815511,meera.singh211@outlook.com,Doctor,910083
36,123741,1,0,1,0,0,Anjali,Das,ZTAVM2127N,361742844487,8947750347,anjali.das445@gmail.com,Doctor,914813
60,47571,1,0,1,0,0,Raj,Sharma,XSWSI3896E,742576687413,6537855253,raj.sharma349@yahoo.com,Farmer,920676
68,149540,1,0,1,0,0,Rohit,Sharma,JQJBQ1274H,895865532776,9523583078,rohit.sharma84@gmail.com,Farmer,922834
26,132846,0,0,1,0,0,Amit,Jain,PQZRY7415P,717812479396,9132513320,amit.jain147@yahoo.com,Farmer,564355
37,82313,0,0,1,0,0,Isha,Sharma,OOXUM7675O,761706639306,9768757751,isha.sharma573@gmail.com,Teacher,561705
52,21860,1,0,1,0,0,Vikas,Reddy,UGSXL8640A,310530952171,9609172018,vikas.reddy265@hotmail.com,Farmer,925750
30,70815,1,0,1,0,0,Sneha,Sharma,OBAQX0551Y,573406293975,9950896610,sneha.sharma944@hotmail.com,Teacher,925473
34,107654,0,0,1,0,0,Rahul,Reddy,HKDDO2469K,896972632939,7604964877,rahul.reddy552@gmail.com,Doctor,708282
19,124700,0,0,1,0,0,Priya,Yadav,ZDJFA7767G,063724329721,9125117661,priya.yadav603@yahoo.com,Doctor,123883
34,67759,1,0,1,0,0,Priya,Gupta,WALRQ8384D,643782244010,6926991306,priya.gupta29@hotmail.com,Farmer,917280
55,95635,0,0,1,1,0,Isha,Sharma,BPLCL1993W,019436065230,9256037863,isha.sharma961@gmail.com,Cash,602498
39,58457,0,0,1,0,0,Aditya,Yadav,NJMQE1015Q,973871333056,6285039620,aditya.yadav194@hotmail.com,Student,121507
62,94807,1,0,1,0,0,Aditya,Reddy,BFAFF6279K,834800351469,8001187351,aditya.reddy23@yahoo.com,Teacher,925323
19,43977,0,0,1,0,0,Rahul,Patel,RYZZW8019Z,156346975821,7078898204,rahul.patel680@gmail.com,SelfEmployed,806832
42,141472,0,0,1,0,0,Anjali,Yadav,GKXPA2283J,431820725205,8444833126,anjali.yadav368@gmail.com,SelfEmployed,704433
50,28488,0,0,1,0,0,Simran,Yadav,GTTVE6187R,902874456457,7827225548,simran.yadav349@gmail.com,Student,609000
45,117494,0,0,1,0,0,Arjun,Verma,MRJFL7762S,079193666892,9034396316,arjun.verma182@gmail.com,Doctor,564801
29,60166,0,1,1,0,1,Meera,Sharma,NEWKE1540G,124746955620,7486235440,meera.sharma94@outlook.com,Farmer,129322
62,85974,0,0,1,1,0,Aditya,Kumar,XEOKY2826J,607994713757,9425406737,aditya.kumar877@yahoo.com,Unknown,806812
18,73694,0,1,1,0,1,Raj,Sharma,GYDVV1012R,716024178540,6330077932,raj.sharma94@gmail.com,SelfEmployed,127164
18,96373,0,0,1,0,0,Isha,Sharma,NVIQQ9342D,314334086302,8749779520,isha.sharma333@hotmail.com,Doctor,566090
29,91353,1,0,1,0,0,Karan,Kumar,PZGQX3776B,142362794813,6596208325,karan.kumar929@yahoo.com,Farmer,900094
42,144700,0,1,0,0,1,Pooja,Reddy,YDEOU2544F,721224627093,7446419474,pooja.reddy86@outlook.com,Student,701604
64,54058,0,1,1,0,1,Karan,Yadav,MEEAN7499X,346540935142,8546669720,karan.yadav833@outlook.com,SelfEmployed,603325
60,46766,0,0,1,1,0,Rohit,Das,AUQXK5951N,146558577981,8822760140,rohit.das793@hotmail.com,Unknown,606912
36,120970,0,0,1,0,0,Isha,Nair,VEBET2946T,160010024702,6670273592,isha.nair498@hotmail.com,Farmer,401114
45,96224,0,0,1,1,0,Arjun,Reddy,BJICL6781T,159724685606,8030834646,arjun.reddy84@outlook.com,Cash,706332
60,34333,0,0,1,1,0,Isha,Mehta,AMCVZ9489P,622760471997,7769669647,isha.mehta341@yahoo.com,Unknown,802115
39,106830,0,0,1,0,0,Priya,Nair,CCTYT1389S,735134779165,6354198446,priya.nair150@gmail.com,Student,806794
50,40365,0,0,0,0,0,Arjun,Singh,BVDSW9279Y,143968953697,9072975037,arjun.singh887@gmail.com,SelfEmployed,609748
59,50911,1,0,1,0,0,Simran,Mehta,QJWCU8396F,909109659640,7335177960,simran.mehta475@hotmail.com,Student,921621
59,124685,0,0,1,0,0,Rahul,Nair,ZMSCP3972E,009718055845,6726186043,rahul.nair41@yahoo.com,Farmer,700116
28,31021,1,0,1,0,0,Vikas,Nair,KYAHY5764S,439965660018,7962316023,vikas.nair926@yahoo.com,Trader,912701
23,74631,0,0,1,0,0,Raj,Mehta,FJRVP4194A,922564309717,8039319173,raj.mehta842@hotmail.com,Trader,809126
40,81923,1,0,1,1,0,Sneha,Yadav,RUOWK5267V,137079726719,9524988389,sneha.yadav417@outlook.com,Broker,912003
23,28104,0,0,1,0,0,Priya,Nair,AYRYD4665D,469777727988,6696852085,priya.nair976@gmail.com,Farmer,569107
42,52691,0,0,1,0,0,Isha,Mehta,GAQKX9958O,880042137404,7051141623,isha.mehta307@outlook.com,Teacher,709368
52,78643,0,1,1,1,1,Isha,Gupta,SCHDK3069V,914461773778,7110157263,isha.gupta612@gmail.com,Broker,129641
36,81983,1,0,1,0,0,Isha,Mehta,WZGVF7875F,186114211018,9436234563,isha.mehta276@outlook.com,Doctor,900467
63,117595,0,0,1,1,0,Rahul,Kumar,XCEYJ3005E,373753623817,6098814096,rahul.kumar309@hotmail.com,Cash,563000
64,48284,0,0,1,0,0,Vikas,Yadav,LSXBK9505W,929091845504,9536205509,vikas.yadav526@hotmail.com,Farmer,111478
32,85689,0,0,0,0,0,Rahul,Singh,HDWBZ9216U,630757463088,7722068957,rahul.singh705@hotmail.com,Engineer,605102
58,62043,1,0,1,1,1,Rahul,Nair,SJXCE1814X,123886114464,7786308760,rahul.nair255@gmail.com,Broker,902258
58,11538,0,0,1,0,0,Rahul,Gupta,OLEIE0661B,125819041628,9679492920,rahul.gupta342@gmail.com,Teacher,119173
20,47610,0,0,1,0,0,Neha,Patel,WHMJG9778E,711479814713,7133464738,neha.patel670@yahoo.com,Trader,404314
53,138312,1,0,1,1,0,Raj,Jain,UVFCJ2834E,903888218992,7019730937,raj.jain679@gmail.com,Unknown,915583
28,15913,0,0,1,1,0,Meera,Reddy,TTSHK3762E,066113494725,8741959126,meera.reddy225@hotmail.com,Broker,403005
53,28239,1,0,1,0,0,Anjali,Das,FCCPW0250T,091292050940,6903231779,anjali.das720@gmail.com,Engineer,904643
65,140010,0,0,1,0,0,Arjun,Jain,HDMXC7886Y,795965741269,6873260164,arjun.jain825@gmail.com,SelfEmployed,125707
53,30850,1,0,1,0,0,Karan,Singh,BSLZZ7499S,432466456304,9286667280,karan.singh874@gmail.com,Trader,900391
28,112668,0,0,1,0,0,Simran,Jain,MCTXX7133T,474201463063,8792207421,simran.jain146@gmail.com,SelfEmployed,122863
23,86207,1,0,1,0,0,Rahul,Jain,ITEJK4616L,958581751687,8089437627,rahul.jain462@yahoo.com,Engineer,908562
55,33544,0,0,1,0,0,Aditya,Nair,FERYJ3338D,664435571141,7538642698,aditya.nair90@gmail.com,Doctor,112945
19,115814,0,0,1,0,0,Priya,Nair,RWFUO1893Z,948770322828,9609007857,priya.nair326@outlook.com,SelfEmployed,124790
